InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,InvoiceMonth,InvoiceDay
547339,22633,HAND WARMER UNION JACK,3,2011-10-29 07:28:00,2.8,13749,United Kingdom,8.4,2011-10,2011-10-29
549154,47566,PARTY BUNTING,6,2011-06-25 19:16:00,5.47,13980,United Kingdom,32.82,2011-06,2011-06-25
542079,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4,2011-03-12 19:05:00,3.88,13075,United Kingdom,15.52,2011-03,2011-03-12
537246,22492,MINI PAINT SET VINTAGE,1,2011-05-11 08:04:00,0.74,12454,Japan,0.74,2011-05,2011-05-11
550370,10002,INFLATABLE POLITICAL GLOBE,2,2011-11-06 18:45:00,0.96,14147,United Kingdom,1.92,2011-11,2011-11-06
546111,22722,SET OF 6 SOLDIER SKITTLES,1,2011-10-27 09:37:00,5.82,13600,United Kingdom,5.82,2011-10,2011-10-27
538138,22745,POPPY'S PLAYHOUSE BEDROOM,4,2010-12-29 11:56:00,2.4,12585,United Kingdom,9.6,2010-12,2010-12-29
540427,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-03-30 18:11:00,1.3,12865,Norway,3.9,2011-03,2011-03-30
540642,22326,ROUND SNACK BOXES SET OF4 WOODLAND,7,2011-11-26 17:50:00,3.46,12892,United Kingdom,24.22,2011-11,2011-11-26
551089,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-06-14 09:04:00,1.92,14268,United Kingdom,3.84,2011-06,2011-06-14
543278,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-12-08 14:59:00,4.06,13241,United Kingdom,20.3,2011-12,2011-12-08
536878,21928,JUMBO BAG WOODLAND ANIMALS,3,2011-06-08 16:14:00,2.31,12415,France,6.93,2011-06,2011-06-08
549884,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-02-06 12:35:00,8.85,14073,United Kingdom,17.7,2011-02,2011-02-06
550321,21175,GIN + TONIC DIET METAL SIGN,5,2011-05-02 08:17:00,3.13,14138,Spain,15.65,2011-05,2011-05-02
538409,22492,MINI PAINT SET VINTAGE,4,2011-12-06 11:26:00,0.63,12628,France,2.52,2011-12,2011-12-06
549862,22722,SET OF 6 SOLDIER SKITTLES,6,2011-05-12 16:19:00,6.42,14073,United Kingdom,38.52,2011-05,2011-05-12
546764,23356,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-01-07 09:37:00,5.66,13684,United Kingdom,11.32,2011-01,2011-01-07
541829,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-08-19 12:51:00,4.3,13041,United Kingdom,4.3,2011-08,2011-08-19
549865,21175,GIN + TONIC DIET METAL SIGN,4,2011-09-07 10:26:00,2.24,14073,United Kingdom,8.96,2011-09,2011-09-07
548231,22632,HAND WARMER RED POLKA DOT,3,2011-01-08 19:18:00,2.0,13853,United Kingdom,6.0,2011-01,2011-01-08
551040,23300,GARDENERS KNEELING PAD CUP OF TEA,3,2011-06-07 09:45:00,2.47,14261,United Kingdom,7.41,2011-06,2011-06-07
547843,22633,HAND WARMER UNION JACK,1,2011-09-29 16:57:00,2.14,13803,United Kingdom,2.14,2011-09,2011-09-29
542037,22383,LUNCH BAG SUKI DESIGN,12,2011-07-09 19:43:00,2.15,13070,Germany,25.8,2011-07,2011-07-09
544411,22633,HAND WARMER UNION JACK,5,2011-08-03 11:11:00,2.26,13394,United Kingdom,11.3,2011-08,2011-08-03
537120,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,2011-06-21 13:11:00,3.16,12429,United Kingdom,37.92,2011-06,2011-06-21
540096,10002,INFLATABLE POLITICAL GLOBE,1,2011-10-19 13:04:00,0.98,12831,United Kingdom,0.98,2011-10,2011-10-19
536767,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-10-27 12:31:00,2.22,12396,United Kingdom,13.32,2011-10,2011-10-27
540111,22326,ROUND SNACK BOXES SET OF4 WOODLAND,2,2011-09-19 17:12:00,3.52,12831,United Kingdom,7.04,2011-09,2011-09-19
549728,22633,HAND WARMER UNION JACK,1,2011-10-11 13:43:00,2.55,14066,United Kingdom,2.55,2011-10,2011-10-11
550245,22326,ROUND SNACK BOXES SET OF4 WOODLAND,5,2011-11-23 13:23:00,2.48,14127,United Kingdom,12.4,2011-11,2011-11-23
549856,22469,HEART OF WICKER SMALL,2,2011-02-05 07:00:00,1.71,14073,United Kingdom,3.42,2011-02,2011-02-05
540836,22745,POPPY'S PLAYHOUSE BEDROOM,4,2011-07-26 18:14:00,2.56,12914,United Kingdom,10.24,2011-07,2011-07-26
538421,23084,RABBIT NIGHT LIGHT,5,2011-05-12 17:14:00,2.02,12628,France,10.1,2011-05,2011-05-12
551015,22551,PLASTERS IN TIN SPACEBOY,4,2011-02-28 13:35:00,1.41,14259,United Kingdom,5.64,2011-02,2011-02-28
540322,23356,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-12-08 13:58:00,5.07,12860,United Kingdom,15.21,2011-12,2011-12-08
546755,21176,CHOCOLATE HOT WATER BOTTLE,1,2011-06-23 15:26:00,4.73,13684,United Kingdom,4.73,2011-06,2011-06-23
538983,22629,SPACEBOY LUNCH BOX,1,2011-08-09 12:02:00,2.2,12690,Belgium,2.2,2011-08,2011-08-09
547642,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-04-06 17:02:00,2.6,13774,Spain,2.6,2011-04,2011-04-06
537452,22551,PLASTERS IN TIN SPACEBOY,1,2011-08-31 13:34:00,1.42,12493,United Kingdom,1.42,2011-08,2011-08-31
538900,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-08-24 19:59:00,1.62,12684,United Kingdom,1.62,2011-08,2011-08-24
547336,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-11-25 13:25:00,1.75,13749,United Kingdom,7.0,2011-11,2011-11-25
536541,22467,GUMBALL COAT RACK,2,2011-07-05 08:20:00,2.81,12378,United Kingdom,5.62,2011-07,2011-07-05
549563,22386,JUMBO BAG PINK POLKADOT,2,2011-06-01 17:37:00,2.15,14047,United Kingdom,4.3,2011-06,2011-06-01
540507,47566,PARTY BUNTING,10,2011-03-06 14:13:00,7.37,12876,United Kingdom,73.7,2011-03,2011-03-06
538132,23355,HOT WATER BOTTLE KEEP CALM,6,2011-06-24 10:07:00,5.02,12585,United Kingdom,30.12,2011-06,2011-06-24
545499,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,4,2011-12-04 07:54:00,1.88,13506,Portugal,7.52,2011-12,2011-12-04
551680,71053,WHITE METAL LANTERN,3,2011-09-01 10:26:00,3.5,14336,United Kingdom,10.5,2011-09,2011-09-01
540398,23298,SPOTTY BUNNY DOORSTOP,4,2011-08-19 14:19:00,6.8,12863,United Kingdom,27.2,2011-08,2011-08-19
548029,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,4,2011-02-14 19:22:00,4.15,13827,United Kingdom,16.6,2011-02,2011-02-14
550572,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-05-24 08:47:00,3.04,14186,United Kingdom,3.04,2011-05,2011-05-24
543998,22752,SET 7 BABUSHKA NESTING BOXES,6,2011-09-04 16:45:00,7.98,13339,Germany,47.88,2011-09,2011-09-04
548169,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-12-04 19:19:00,1.68,13848,United Kingdom,3.36,2011-12,2011-12-04
549019,23084,RABBIT NIGHT LIGHT,8,2011-09-09 07:48:00,2.27,13968,United Kingdom,18.16,2011-09,2011-09-09
540471,22467,GUMBALL COAT RACK,3,2011-05-12 16:08:00,2.97,12872,United Kingdom,8.91,2011-05,2011-05-12
543464,71053,WHITE METAL LANTERN,7,2011-12-03 14:53:00,3.6,13262,United Kingdom,25.2,2011-12,2011-12-03
548798,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-09-27 10:46:00,4.63,13938,United Kingdom,9.26,2011-09,2011-09-27
542512,22551,PLASTERS IN TIN SPACEBOY,2,2011-03-29 09:43:00,2.32,13130,United Kingdom,4.64,2011-03,2011-03-29
544771,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2010-12-16 07:30:00,3.58,13432,United Kingdom,10.74,2010-12,2010-12-16
541351,21928,JUMBO BAG WOODLAND ANIMALS,1,2011-09-08 11:11:00,2.65,12986,United Kingdom,2.65,2011-09,2011-09-08
549944,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-07 16:10:00,2.58,14078,United Kingdom,15.48,2011-11,2011-11-07
549875,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-01-29 17:23:00,2.24,14073,United Kingdom,2.24,2011-01,2011-01-29
542663,22467,GUMBALL COAT RACK,3,2011-09-10 15:23:00,3.04,13145,United Kingdom,9.12,2011-09,2011-09-10
538890,84879,ASSORTED COLOUR BIRD ORNAMENT,7,2011-05-28 16:45:00,1.89,12684,United Kingdom,13.23,2011-05,2011-05-28
545366,21175,GIN + TONIC DIET METAL SIGN,2,2011-07-03 11:05:00,2.07,13493,France,4.14,2011-07,2011-07-03
543476,22386,JUMBO BAG PINK POLKADOT,1,2011-04-28 16:45:00,1.69,13265,United Kingdom,1.69,2011-04,2011-04-28
542503,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-08-03 09:36:00,2.7,13130,United Kingdom,2.7,2011-08,2011-08-03
538301,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-07-17 17:50:00,4.63,12614,United Kingdom,13.89,2011-07,2011-07-17
542600,22697,GREEN REGENCY TEACUP AND SAUCER,4,2011-03-31 08:56:00,1.97,13139,United Kingdom,7.88,2011-03,2011-03-31
540831,10002,INFLATABLE POLITICAL GLOBE,2,2010-12-30 08:18:00,0.92,12913,United Kingdom,1.84,2010-12,2010-12-30
548712,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-06-07 10:25:00,2.44,13929,Canada,2.44,2011-06,2011-06-07
547343,22993,SET OF 4 PANTRY JELLY MOULDS,6,2011-03-03 16:43:00,1.89,13749,United Kingdom,11.34,2011-03,2011-03-03
536412,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-11-17 11:09:00,6.43,12354,United Kingdom,6.43,2011-11,2011-11-17
549035,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-10-04 10:41:00,4.76,13968,United Kingdom,14.28,2011-10,2011-10-04
548316,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-07-20 07:10:00,2.24,13868,United Kingdom,6.72,2011-07,2011-07-20
544610,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-06-30 13:43:00,2.64,13412,United Kingdom,2.64,2011-06,2011-06-30
544764,21176,CHOCOLATE HOT WATER BOTTLE,6,2011-05-20 11:56:00,3.8,13430,USA,22.8,2011-05,2011-05-20
539771,21928,JUMBO BAG WOODLAND ANIMALS,2,2011-10-22 17:36:00,3.13,12786,United Kingdom,6.26,2011-10,2011-10-22
543982,23084,RABBIT NIGHT LIGHT,3,2011-02-24 17:46:00,2.08,13339,Germany,6.24,2011-02,2011-02-24
549515,22633,HAND WARMER UNION JACK,1,2011-02-06 19:20:00,2.84,14040,United Kingdom,2.84,2011-02,2011-02-06
538040,22467,GUMBALL COAT RACK,1,2011-07-25 19:43:00,2.92,12576,United Kingdom,2.92,2011-07,2011-07-25
539478,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-03-12 14:08:00,3.78,12743,Norway,7.56,2011-03,2011-03-12
549806,22633,HAND WARMER UNION JACK,4,2011-01-12 18:56:00,2.5,14068,Germany,10.0,2011-01,2011-01-12
551159,22470,HEART OF WICKER LARGE,2,2011-04-13 09:01:00,3.2,14274,United Kingdom,6.4,2011-04,2011-04-13
541818,23300,GARDENERS KNEELING PAD CUP OF TEA,7,2011-09-14 18:02:00,1.83,13040,Netherlands,12.81,2011-09,2011-09-14
539500,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-04-16 19:44:00,1.24,12746,United Kingdom,2.48,2011-04,2011-04-16
539962,22492,MINI PAINT SET VINTAGE,3,2011-11-23 08:46:00,0.75,12812,United Kingdom,2.25,2011-11,2011-11-23
541327,22659,LUNCH BAG CARS BLUE,1,2011-03-24 18:08:00,2.14,12986,United Kingdom,2.14,2011-03,2011-03-24
542287,22659,LUNCH BAG CARS BLUE,1,2011-12-01 10:06:00,1.51,13098,Germany,1.51,2011-12,2011-12-01
547537,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-18 08:16:00,3.08,13771,United Kingdom,9.24,2011-11,2011-11-18
543526,22469,HEART OF WICKER SMALL,1,2011-08-09 07:33:00,2.55,13272,United Kingdom,2.55,2011-08,2011-08-09
547451,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-06 14:40:00,3.76,13763,United Kingdom,3.76,2011-02,2011-02-06
547454,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,2011-02-16 10:23:00,3.9,13763,United Kingdom,11.7,2011-02,2011-02-16
541936,71053,WHITE METAL LANTERN,6,2011-03-24 12:41:00,4.09,13054,United Kingdom,24.54,2011-03,2011-03-24
549638,23355,HOT WATER BOTTLE KEEP CALM,4,2011-04-20 11:18:00,7.27,14055,United Kingdom,29.08,2011-04,2011-04-20
546620,22470,HEART OF WICKER LARGE,2,2011-05-26 09:05:00,3.25,13662,United Kingdom,6.5,2011-05,2011-05-26
550942,23298,SPOTTY BUNNY DOORSTOP,1,2011-08-31 18:55:00,4.7,14248,United Kingdom,4.7,2011-08,2011-08-31
546205,23355,HOT WATER BOTTLE KEEP CALM,1,2011-04-29 14:35:00,5.5,13612,United Kingdom,5.5,2011-04,2011-04-29
539472,22722,SET OF 6 SOLDIER SKITTLES,7,2011-07-30 16:50:00,8.54,12743,Norway,59.78,2011-07,2011-07-30
551434,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-06-10 19:05:00,8.18,14314,United Kingdom,32.72,2011-06,2011-06-10
544826,22383,LUNCH BAG SUKI DESIGN,1,2011-09-17 12:18:00,1.92,13439,United Kingdom,1.92,2011-09,2011-09-17
543694,22722,SET OF 6 SOLDIER SKITTLES,1,2011-05-02 08:13:00,6.33,13296,United Kingdom,6.33,2011-05,2011-05-02
544559,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,7,2011-11-01 11:32:00,5.24,13403,United Kingdom,36.68,2011-11,2011-11-01
545242,22423,REGENCY CAKESTAND 3 TIER,4,2011-09-24 14:38:00,15.97,13480,United Kingdom,63.88,2011-09,2011-09-24
539480,22632,HAND WARMER RED POLKA DOT,30,2011-07-25 17:50:00,2.48,12743,Norway,74.4,2011-07,2011-07-25
544398,47566,PARTY BUNTING,1,2011-11-03 19:54:00,6.04,13394,United Kingdom,6.04,2011-11,2011-11-03
547124,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-05-07 17:18:00,2.43,13730,United Kingdom,2.43,2011-05,2011-05-07
544548,22386,JUMBO BAG PINK POLKADOT,2,2011-01-30 18:27:00,3.01,13403,United Kingdom,6.02,2011-01,2011-01-30
551315,22552,PLASTERS IN TIN STRONGMAN,1,2011-10-19 10:21:00,1.57,14295,Germany,1.57,2011-10,2011-10-19
545300,22551,PLASTERS IN TIN SPACEBOY,1,2011-09-05 12:38:00,1.91,13492,United Kingdom,1.91,2011-09,2011-09-05
539294,10002,INFLATABLE POLITICAL GLOBE,1,2011-10-25 15:38:00,1.0,12722,United Kingdom,1.0,2011-10,2011-10-25
539151,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-04-20 16:44:00,5.38,12706,United Kingdom,5.38,2011-04,2011-04-20
546527,22086,PAPER CHAIN KIT 50'S CHRISTMAS,5,2011-11-10 07:03:00,3.25,13656,United Kingdom,16.25,2011-11,2011-11-10
551719,22492,MINI PAINT SET VINTAGE,1,2011-07-02 16:29:00,0.75,14345,United Kingdom,0.75,2011-07,2011-07-02
544108,21175,GIN + TONIC DIET METAL SIGN,1,2011-11-22 12:19:00,2.17,13345,Germany,2.17,2011-11,2011-11-22
539375,84406B,CREAM CUPID HEARTS COAT HANGER,3,2011-05-25 14:46:00,2.22,12733,United Kingdom,6.66,2011-05,2011-05-25
548249,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-04-02 11:20:00,2.71,13859,United Kingdom,5.42,2011-04,2011-04-02
550868,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-08-01 11:59:00,6.03,14235,France,6.03,2011-08,2011-08-01
543403,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,2,2011-12-01 16:35:00,2.51,13258,United Kingdom,5.02,2011-12,2011-12-01
537062,22629,SPACEBOY LUNCH BOX,2,2011-08-21 09:15:00,2.73,12422,United Kingdom,5.46,2011-08,2011-08-21
551600,22310,IVORY KNITTED MUG COSY,1,2011-08-08 07:42:00,1.75,14331,United Kingdom,1.75,2011-08,2011-08-08
545406,47566,PARTY BUNTING,4,2011-10-01 18:13:00,6.9,13501,France,27.6,2011-10,2011-10-01
549782,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-12-04 07:46:00,7.54,14068,Germany,15.08,2011-12,2011-12-04
538672,22492,MINI PAINT SET VINTAGE,1,2011-06-08 18:21:00,0.62,12654,United Kingdom,0.62,2011-06,2011-06-08
540515,23300,GARDENERS KNEELING PAD CUP OF TEA,7,2011-05-07 19:07:00,3.06,12876,United Kingdom,21.42,2011-05,2011-05-07
543551,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2011-05-11 12:40:00,2.88,13272,United Kingdom,8.64,2011-05,2011-05-11
548997,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-06-04 15:26:00,2.44,13968,United Kingdom,2.44,2011-06,2011-06-04
544095,22993,SET OF 4 PANTRY JELLY MOULDS,4,2011-03-18 11:22:00,1.51,13344,United Kingdom,6.04,2011-03,2011-03-18
548472,23356,HOT WATER BOTTLE TEA AND SYMPATHY,7,2011-05-09 13:02:00,5.16,13887,United Kingdom,36.12,2011-05,2011-05-09
542211,47566,PARTY BUNTING,1,2011-03-15 08:18:00,4.31,13089,United Kingdom,4.31,2011-03,2011-03-15
549702,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-20 16:00:00,3.62,14062,United Kingdom,3.62,2011-09,2011-09-20
544805,22623,BOX OF VINTAGE JIGSAW BLOCKS,2,2011-05-23 08:38:00,4.42,13437,United Kingdom,8.84,2011-05,2011-05-23
542494,10002,INFLATABLE POLITICAL GLOBE,7,2011-09-14 17:56:00,1.3,13130,United Kingdom,9.1,2011-09,2011-09-14
542457,10002,INFLATABLE POLITICAL GLOBE,3,2011-05-12 12:22:00,0.76,13123,United Kingdom,2.28,2011-05,2011-05-12
536815,22748,POPPY'S PLAYHOUSE KITCHEN,2,2011-02-03 14:57:00,2.21,12406,Portugal,4.42,2011-02,2011-02-03
549915,21176,CHOCOLATE HOT WATER BOTTLE,2,2011-04-18 07:08:00,5.02,14075,United Kingdom,10.04,2011-04,2011-04-18
539477,23084,RABBIT NIGHT LIGHT,6,2011-06-09 09:06:00,2.58,12743,Norway,15.48,2011-06,2011-06-09
537721,22469,HEART OF WICKER SMALL,1,2011-03-01 10:23:00,1.42,12534,United Kingdom,1.42,2011-03,2011-03-01
545322,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,2,2011-04-21 13:58:00,1.49,13492,United Kingdom,2.98,2011-04,2011-04-21
544633,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-05-22 16:24:00,4.35,13412,United Kingdom,8.7,2011-05,2011-05-22
541292,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-07-15 11:08:00,3.89,12981,Germany,3.89,2011-07,2011-07-15
541480,47566,PARTY BUNTING,1,2011-09-07 17:52:00,4.55,13003,United Kingdom,4.55,2011-09,2011-09-07
544831,22469,HEART OF WICKER SMALL,5,2011-09-07 11:13:00,2.06,13439,United Kingdom,10.3,2011-09,2011-09-07
550013,22633,HAND WARMER UNION JACK,4,2011-11-19 11:32:00,1.88,14087,United Kingdom,7.52,2011-11,2011-11-19
548472,22492,MINI PAINT SET VINTAGE,11,2011-05-09 13:02:00,0.68,13887,United Kingdom,7.48,2011-05,2011-05-09
538630,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-03-15 11:33:00,2.7,12646,United Kingdom,2.7,2011-03,2011-03-15
548092,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,5,2011-09-17 12:47:00,2.48,13834,United Kingdom,12.4,2011-09,2011-09-17
540110,22623,BOX OF VINTAGE JIGSAW BLOCKS,5,2011-07-18 07:10:00,5.91,12831,United Kingdom,29.55,2011-07,2011-07-18
539243,22697,GREEN REGENCY TEACUP AND SAUCER,8,2011-06-15 11:21:00,4.74,12714,United Kingdom,37.92,2011-06,2011-06-15
539711,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2011-07-25 11:09:00,4.06,12785,United Kingdom,24.36,2011-07,2011-07-25
544995,22722,SET OF 6 SOLDIER SKITTLES,11,2011-08-08 14:24:00,7.68,13450,Belgium,84.48,2011-08,2011-08-08
546102,22722,SET OF 6 SOLDIER SKITTLES,2,2011-09-17 11:10:00,6.25,13600,United Kingdom,12.5,2011-09,2011-09-17
541804,22386,JUMBO BAG PINK POLKADOT,3,2011-12-08 09:16:00,2.02,13036,United Kingdom,6.06,2011-12,2011-12-08
550517,22086,PAPER CHAIN KIT 50'S CHRISTMAS,2,2011-10-19 11:56:00,3.03,14173,United Kingdom,6.06,2011-10,2011-10-19
547233,71053,WHITE METAL LANTERN,2,2011-08-01 07:04:00,5.05,13740,United Kingdom,10.1,2011-08,2011-08-01
544936,84029E,RED WOOLLY HOTTIE WHITE HEART.,4,2011-07-01 16:59:00,3.59,13447,United Kingdom,14.36,2011-07,2011-07-01
545624,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-11-06 12:20:00,3.84,13533,United Kingdom,3.84,2011-11,2011-11-06
542526,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-10-20 13:42:00,3.17,13130,United Kingdom,3.17,2011-10,2011-10-20
547558,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-02-25 12:23:00,3.34,13771,United Kingdom,6.68,2011-02,2011-02-25
546550,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-01-18 08:02:00,6.99,13659,France,6.99,2011-01,2011-01-18
538597,22467,GUMBALL COAT RACK,1,2011-04-26 14:40:00,3.35,12646,United Kingdom,3.35,2011-04,2011-04-26
540070,23298,SPOTTY BUNNY DOORSTOP,1,2011-08-23 12:40:00,4.21,12826,United Kingdom,4.21,2011-08,2011-08-23
539767,22469,HEART OF WICKER SMALL,2,2011-10-18 07:00:00,2.58,12786,United Kingdom,5.16,2011-10,2011-10-18
550868,22551,PLASTERS IN TIN SPACEBOY,5,2011-08-01 11:59:00,2.25,14235,France,11.25,2011-08,2011-08-01
548910,22383,LUNCH BAG SUKI DESIGN,1,2011-06-04 09:18:00,1.51,13961,United Kingdom,1.51,2011-06,2011-06-04
551238,22632,HAND WARMER RED POLKA DOT,3,2011-02-04 07:51:00,1.26,14282,United Kingdom,3.78,2011-02,2011-02-04
537277,84029E,RED WOOLLY HOTTIE WHITE HEART.,10,2011-07-12 14:42:00,2.39,12462,Spain,23.9,2011-07,2011-07-12
541435,22310,IVORY KNITTED MUG COSY,1,2011-09-28 16:45:00,1.79,12996,United Kingdom,1.79,2011-09,2011-09-28
547340,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-01-24 08:48:00,1.83,13749,United Kingdom,3.66,2011-01,2011-01-24
547170,22469,HEART OF WICKER SMALL,2,2011-12-01 16:54:00,1.97,13735,United Kingdom,3.94,2011-12,2011-12-01
547440,22552,PLASTERS IN TIN STRONGMAN,4,2011-08-06 08:17:00,2.38,13763,United Kingdom,9.52,2011-08,2011-08-06
545547,22659,LUNCH BAG CARS BLUE,7,2011-11-19 15:41:00,1.47,13512,United Kingdom,10.29,2011-11,2011-11-19
549446,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-09-30 09:04:00,1.16,14034,Spain,1.16,2011-09,2011-09-30
542124,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-09-12 11:42:00,3.18,13081,United Kingdom,6.36,2011-09,2011-09-12
547204,22629,SPACEBOY LUNCH BOX,2,2011-04-15 19:02:00,2.82,13738,United Kingdom,5.64,2011-04,2011-04-15
537007,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-03-09 12:40:00,8.53,12420,United Kingdom,17.06,2011-03,2011-03-09
548496,22467,GUMBALL COAT RACK,8,2011-11-28 07:25:00,2.47,13891,United Kingdom,19.76,2011-11,2011-11-28
545675,22326,ROUND SNACK BOXES SET OF4 WOODLAND,13,2011-10-16 17:25:00,3.0,13540,United Kingdom,39.0,2011-10,2011-10-16
539963,22551,PLASTERS IN TIN SPACEBOY,1,2011-12-07 09:29:00,1.81,12812,United Kingdom,1.81,2011-12,2011-12-07
541437,22467,GUMBALL COAT RACK,1,2011-02-20 15:20:00,2.73,12996,United Kingdom,2.73,2011-02,2011-02-20
546624,23298,SPOTTY BUNNY DOORSTOP,2,2011-12-06 15:37:00,5.87,13662,United Kingdom,11.74,2011-12,2011-12-06
551204,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-07-14 17:46:00,3.11,14280,United Kingdom,3.11,2011-07,2011-07-14
543140,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-06-20 18:37:00,2.3,13218,United Kingdom,4.6,2011-06,2011-06-20
541151,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2011-05-23 09:07:00,3.12,12959,United Kingdom,3.12,2011-05,2011-05-23
538804,22659,LUNCH BAG CARS BLUE,1,2010-12-26 15:16:00,1.93,12669,United Kingdom,1.93,2010-12,2010-12-26
545045,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-05-30 10:24:00,1.62,13454,United Kingdom,6.48,2011-05,2011-05-30
541293,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-08-27 10:49:00,11.23,12981,Germany,11.23,2011-08,2011-08-27
538453,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-11-19 14:36:00,2.87,12632,United Kingdom,2.87,2011-11,2011-11-19
548562,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-28 08:08:00,1.23,13901,Switzerland,1.23,2011-11,2011-11-28
544835,22633,HAND WARMER UNION JACK,3,2011-06-14 11:17:00,2.2,13439,United Kingdom,6.6,2011-06,2011-06-14
540541,22748,POPPY'S PLAYHOUSE KITCHEN,4,2011-09-25 10:53:00,2.4,12881,United Kingdom,9.6,2011-09,2011-09-25
546495,22470,HEART OF WICKER LARGE,7,2011-11-19 17:49:00,4.78,13653,United Kingdom,33.46,2011-11,2011-11-19
538748,47566,PARTY BUNTING,2,2011-12-08 12:55:00,5.75,12659,United Kingdom,11.5,2011-12,2011-12-08
542315,22623,BOX OF VINTAGE JIGSAW BLOCKS,3,2011-08-20 09:37:00,6.81,13101,United Kingdom,20.43,2011-08,2011-08-20
549689,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-03-25 09:05:00,11.73,14062,United Kingdom,46.92,2011-03,2011-03-25
544872,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-11-26 14:47:00,3.12,13441,United Kingdom,6.24,2011-11,2011-11-26
547541,22382,LUNCH BAG SPACEBOY DESIGN,5,2011-10-20 16:07:00,2.18,13771,United Kingdom,10.9,2011-10,2011-10-20
543932,71053,WHITE METAL LANTERN,2,2011-09-19 12:43:00,3.89,13324,United Kingdom,7.78,2011-09,2011-09-19
548151,22386,JUMBO BAG PINK POLKADOT,3,2011-12-05 19:16:00,1.8,13848,United Kingdom,5.4,2011-12,2011-12-05
