InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
549806,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-01-12 18:56:00,4.02,14068.0,Germany
544778,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-03-25 07:03:00,1.87,13434.0,United Kingdom
544888,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,3,2011-10-20 15:21:00,1.49,13443.0,United Kingdom
549827,22469,HEART OF WICKER SMALL,1,2011-11-17 10:34:00,2.43,14068.0,Germany
544850,22629,SPACEBOY LUNCH BOX,9,2011-11-08 17:03:00,2.72,13440.0,United Kingdom
542055,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,7,2011-12-02 17:26:00,1.75,13070.0,Germany
536391,22386,JUMBO BAG PINK POLKADOT,1,2011-08-05 07:36:00,1.72,12350.0,United Kingdom
537537,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,2011-04-23 08:58:00,3.8,12502.0,United Kingdom
541355,22698,PINK REGENCY TEACUP AND SAUCER,4,2011-11-24 18:25:00,2.92,12988.0,United Kingdom
538338,22470,HEART OF WICKER LARGE,1,2011-06-21 14:28:00,2.69,12618.0,United Kingdom
547603,22382,LUNCH BAG SPACEBOY DESIGN,13,2011-11-25 15:28:00,1.87,13774.0,Spain
538141,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-05-05 14:52:00,3.39,12585.0,United Kingdom
544470,22467,GUMBALL COAT RACK,3,2011-03-12 09:54:00,3.35,13395.0,USA
543681,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-01-21 10:08:00,1.82,13294.0,United Kingdom
537176,22752,SET 7 BABUSHKA NESTING BOXES,4,2011-05-08 17:50:00,6.19,12442.0,United Kingdom
548623,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-09-02 14:26:00,1.58,13911.0,United Kingdom
538448,22310,IVORY KNITTED MUG COSY,2,2011-12-01 18:15:00,1.6,12632.0,United Kingdom
537334,22551,PLASTERS IN TIN SPACEBOY,3,2011-09-10 17:29:00,1.61,12475.0,United Kingdom
550732,21176,CHOCOLATE HOT WATER BOTTLE,2,2011-04-29 16:22:00,3.48,14217.0,United Kingdom
544312,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-03-30 14:14:00,1.52,13388.0,United Kingdom
548408,23084,RABBIT NIGHT LIGHT,3,2011-09-19 19:43:00,2.01,13883.0,United Kingdom
544098,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-10-03 13:10:00,4.05,13344.0,United Kingdom
549045,84879,ASSORTED COLOUR BIRD ORNAMENT,11,2011-04-24 15:20:00,2.15,13968.0,United Kingdom
536643,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-07-08 19:41:00,1.33,12387.0,United Kingdom
544825,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-07-23 08:31:00,2.3,13439.0,United Kingdom
538441,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-09-11 10:03:00,3.41,12632.0,United Kingdom
538969,22633,HAND WARMER UNION JACK,1,2011-11-14 18:35:00,2.07,12690.0,Belgium
536443,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-10-08 10:41:00,1.15,12356.0,United Kingdom
542680,10002,INFLATABLE POLITICAL GLOBE,1,2011-09-16 07:16:00,0.95,13145.0,United Kingdom
541533,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-01-19 16:31:00,11.36,13004.0,United Kingdom
542319,22629,SPACEBOY LUNCH BOX,3,2011-04-05 08:17:00,2.7,13101.0,United Kingdom
537932,23355,HOT WATER BOTTLE KEEP CALM,3,2011-02-13 17:07:00,5.08,12559.0,United Kingdom
538504,22310,IVORY KNITTED MUG COSY,2,2011-10-23 18:17:00,1.62,,United Kingdom
549406,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-04-01 09:50:00,3.29,14029.0,United Kingdom
540898,47566,PARTY BUNTING,4,2011-10-11 17:39:00,5.79,12922.0,United Kingdom
537996,22086,PAPER CHAIN KIT 50'S CHRISTMAS,1,2011-12-02 14:39:00,3.65,12565.0,United Kingdom
538863,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-09-03 11:37:00,5.17,12679.0,Norway
550720,71053,WHITE METAL LANTERN,1,2011-03-15 19:29:00,2.95,14215.0,United Kingdom
541055,21176,CHOCOLATE HOT WATER BOTTLE,3,2011-04-01 07:04:00,4.97,12946.0,Spain
538923,22326,ROUND SNACK BOXES SET OF4 WOODLAND,5,2011-09-30 14:22:00,3.2,12685.0,United Kingdom
544936,71053,WHITE METAL LANTERN,1,2011-07-01 16:59:00,3.87,13447.0,United Kingdom
547034,22551,PLASTERS IN TIN SPACEBOY,3,2011-11-11 14:32:00,2.48,13715.0,United Kingdom
546028,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-10-14 15:43:00,3.88,13585.0,United Kingdom
545227,23355,HOT WATER BOTTLE KEEP CALM,2,2011-05-18 08:58:00,4.4,13478.0,Belgium
549853,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-11-20 09:26:00,2.84,14073.0,United Kingdom
538520,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-01-17 19:34:00,1.31,12639.0,Germany
542316,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-09-02 18:28:00,1.52,13101.0,United Kingdom
537331,22552,PLASTERS IN TIN STRONGMAN,2,2011-11-07 07:34:00,1.73,12475.0,United Kingdom
547356,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-08-09 14:54:00,4.64,13749.0,United Kingdom
539017,21176,CHOCOLATE HOT WATER BOTTLE,3,2011-09-07 12:34:00,4.36,12690.0,Belgium
538412,22386,JUMBO BAG PINK POLKADOT,6,2011-11-11 12:36:00,1.88,12628.0,France
540174,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-04-26 15:51:00,4.52,12840.0,United Kingdom
548049,22470,HEART OF WICKER LARGE,2,2011-11-01 13:01:00,3.56,13829.0,United Kingdom
536641,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-09-14 13:10:00,4.51,12387.0,United Kingdom
548255,22580,ADVENT CALENDAR GINGHAM SACK,3,2011-09-02 08:48:00,2.86,13860.0,United Kingdom
546394,23355,HOT WATER BOTTLE KEEP CALM,2,2011-08-15 15:05:00,6.2,13640.0,United Kingdom
547435,22633,HAND WARMER UNION JACK,3,2011-11-18 11:31:00,2.68,13763.0,United Kingdom
539769,22552,PLASTERS IN TIN STRONGMAN,3,2011-11-10 12:14:00,2.66,,United Kingdom
544038,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-11-22 08:28:00,1.65,13344.0,United Kingdom
545422,23300,GARDENERS KNEELING PAD CUP OF TEA,11,2011-06-25 11:57:00,3.16,13501.0,France
549708,21928,JUMBO BAG WOODLAND ANIMALS,1,2011-01-29 11:07:00,2.01,14064.0,United Kingdom
537008,22993,SET OF 4 PANTRY JELLY MOULDS,1,2011-11-09 18:19:00,1.19,12420.0,United Kingdom
544620,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-01-27 18:02:00,3.46,13412.0,United Kingdom
548930,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-12-06 08:08:00,2.18,13965.0,France
545819,22722,SET OF 6 SOLDIER SKITTLES,3,2011-01-12 08:28:00,6.36,13569.0,United Kingdom
548749,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-10-03 11:57:00,2.6,13929.0,Canada
540356,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-10-21 10:19:00,2.18,12862.0,United Kingdom
536529,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-06-05 15:19:00,2.26,12376.0,United Kingdom
542495,22470,HEART OF WICKER LARGE,3,2011-11-26 10:38:00,4.21,13130.0,United Kingdom
539959,23298,SPOTTY BUNNY DOORSTOP,4,2011-10-26 15:10:00,5.37,12812.0,United Kingdom
549812,23298,SPOTTY BUNNY DOORSTOP,2,2011-08-09 14:05:00,6.56,14068.0,Germany
545301,84406B,CREAM CUPID HEARTS COAT HANGER,12,2011-09-18 11:12:00,3.54,13492.0,United Kingdom
539451,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-12-08 10:49:00,1.9,12743.0,Norway
541178,47566,PARTY BUNTING,6,2011-07-22 07:16:00,6.63,12962.0,United Kingdom
543704,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-10-16 14:21:00,3.53,13299.0,United Kingdom
546572,21175,GIN + TONIC DIET METAL SIGN,3,2011-01-29 08:24:00,2.31,13660.0,United Kingdom
540699,22623,BOX OF VINTAGE JIGSAW BLOCKS,4,2011-08-12 13:11:00,4.83,12901.0,United Kingdom
546141,22722,SET OF 6 SOLDIER SKITTLES,12,2011-05-16 09:46:00,6.73,13603.0,United Kingdom
547289,23298,SPOTTY BUNNY DOORSTOP,2,2011-09-09 07:31:00,5.69,13744.0,Switzerland
540335,22310,IVORY KNITTED MUG COSY,3,2011-07-03 07:01:00,1.69,12860.0,United Kingdom
547768,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-07-19 15:20:00,3.86,13798.0,United Kingdom
548089,23084,RABBIT NIGHT LIGHT,7,2011-07-11 12:53:00,2.16,13834.0,United Kingdom
545284,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-07-10 15:28:00,2.53,13492.0,United Kingdom
542816,21232,STRAWBERRY CERAMIC TRINKET BOX,10,2011-08-13 18:48:00,1.37,13172.0,United Kingdom
541405,22470,HEART OF WICKER LARGE,1,2011-11-30 17:29:00,2.58,12993.0,France
549545,21175,GIN + TONIC DIET METAL SIGN,1,2011-08-24 18:05:00,2.35,14047.0,United Kingdom
551651,23355,HOT WATER BOTTLE KEEP CALM,1,2011-09-10 13:31:00,5.02,14332.0,United Kingdom
540411,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,3,2011-06-13 08:58:00,2.72,12863.0,United Kingdom
550271,22697,GREEN REGENCY TEACUP AND SAUCER,4,2011-03-30 12:14:00,2.76,14131.0,Switzerland
539918,22745,POPPY'S PLAYHOUSE BEDROOM,2,2011-10-29 10:57:00,2.12,12805.0,Austria
539463,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-03-09 18:09:00,6.46,12743.0,Norway
551707,21176,CHOCOLATE HOT WATER BOTTLE,8,2011-06-12 15:15:00,3.91,14344.0,United Kingdom
546180,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-10-17 16:30:00,3.62,13609.0,Netherlands
538725,22310,IVORY KNITTED MUG COSY,2,2011-03-29 19:31:00,1.74,12659.0,United Kingdom
544713,22492,MINI PAINT SET VINTAGE,2,2011-04-28 09:50:00,0.68,13418.0,United Kingdom
551440,22467,GUMBALL COAT RACK,2,2011-04-22 11:13:00,3.13,14314.0,United Kingdom
540989,22386,JUMBO BAG PINK POLKADOT,8,2011-01-29 18:42:00,1.57,12942.0,United Kingdom
543922,22386,JUMBO BAG PINK POLKADOT,4,2011-04-16 13:12:00,2.29,13324.0,United Kingdom
545316,22469,HEART OF WICKER SMALL,1,2011-08-02 13:46:00,1.89,13492.0,United Kingdom
541937,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,7,2011-03-21 15:01:00,2.19,13054.0,United Kingdom
536700,22659,LUNCH BAG CARS BLUE,1,2011-11-24 09:17:00,1.72,12391.0,United Kingdom
542985,22629,SPACEBOY LUNCH BOX,1,2011-07-04 16:02:00,2.29,13200.0,United Kingdom
546928,22629,SPACEBOY LUNCH BOX,5,2011-05-28 16:55:00,2.41,13712.0,United Kingdom
541617,21176,CHOCOLATE HOT WATER BOTTLE,21,2011-03-23 08:56:00,4.72,13012.0,United Kingdom
543920,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-01-01 10:19:00,4.24,13324.0,United Kingdom
546584,22383,LUNCH BAG SUKI DESIGN,1,2011-11-15 12:44:00,1.87,13662.0,United Kingdom
537473,22469,HEART OF WICKER SMALL,5,2011-05-13 10:06:00,1.85,12494.0,United Kingdom
547299,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-09-09 12:43:00,3.32,13745.0,United Kingdom
536756,23356,HOT WATER BOTTLE TEA AND SYMPATHY,2,2011-12-03 09:57:00,5.87,12395.0,United Kingdom
551130,22633,HAND WARMER UNION JACK,1,2011-05-25 07:58:00,1.42,14271.0,United Kingdom
546911,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-10-25 16:20:00,2.27,13711.0,United Kingdom
550318,22552,PLASTERS IN TIN STRONGMAN,3,2011-04-06 09:50:00,2.34,14138.0,Spain
539901,84029E,RED WOOLLY HOTTIE WHITE HEART.,30,2011-05-28 16:02:00,4.76,12804.0,United Kingdom
547207,22310,IVORY KNITTED MUG COSY,2,2011-10-07 16:18:00,2.34,13738.0,United Kingdom
539820,10002,INFLATABLE POLITICAL GLOBE,2,2011-09-20 10:54:00,0.94,12788.0,United Kingdom
551671,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-04-23 19:26:00,3.46,14336.0,United Kingdom
546005,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,6,2011-12-05 14:15:00,1.59,13585.0,United Kingdom
536953,22470,HEART OF WICKER LARGE,6,2011-08-05 08:07:00,3.28,12417.0,United Kingdom
537106,23300,GARDENERS KNEELING PAD CUP OF TEA,3,2011-07-15 07:25:00,2.16,12428.0,Sweden
537103,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-03-24 12:28:00,2.37,12428.0,Sweden
545298,23301,GARDENERS KNEELING PAD KEEP CALM,9,2011-11-15 09:00:00,2.44,13492.0,United Kingdom
542541,23300,GARDENERS KNEELING PAD CUP OF TEA,8,2011-05-21 17:32:00,2.98,13130.0,United Kingdom
540938,22492,MINI PAINT SET VINTAGE,3,2011-05-03 14:54:00,0.43,12930.0,Germany
547283,21928,JUMBO BAG WOODLAND ANIMALS,3,2011-11-30 09:52:00,2.47,13744.0,Switzerland
544616,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-17 18:31:00,2.98,13412.0,United Kingdom
538934,22423,REGENCY CAKESTAND 3 TIER,4,2011-07-06 09:28:00,11.15,12686.0,Portugal
549716,22698,PINK REGENCY TEACUP AND SAUCER,1,2011-09-16 13:27:00,4.41,14066.0,United Kingdom
548253,22632,HAND WARMER RED POLKA DOT,3,2011-08-05 14:39:00,1.68,13860.0,United Kingdom
546910,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,5,2011-11-01 08:38:00,3.91,13711.0,United Kingdom
539181,47566,PARTY BUNTING,4,2011-12-06 19:02:00,4.44,12708.0,United Kingdom
540333,71053,WHITE METAL LANTERN,15,2011-06-15 18:41:00,3.7,12860.0,United Kingdom
550012,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-06-28 14:40:00,2.09,14087.0,United Kingdom
544609,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-10-06 14:35:00,3.32,13412.0,United Kingdom
545080,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-10-07 08:00:00,1.87,13461.0,United Kingdom
541393,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-04-21 16:56:00,1.77,12990.0,United Kingdom
546490,22310,IVORY KNITTED MUG COSY,2,2011-09-15 11:21:00,2.48,13653.0,United Kingdom
547255,22580,ADVENT CALENDAR GINGHAM SACK,2,2011-10-20 14:44:00,4.32,13740.0,United Kingdom
540006,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-06-01 15:34:00,3.04,12814.0,United Kingdom
543725,23298,SPOTTY BUNNY DOORSTOP,5,2011-03-12 13:23:00,5.36,13302.0,United Kingdom
544674,23298,SPOTTY BUNNY DOORSTOP,3,2011-11-09 18:34:00,5.87,13418.0,United Kingdom
536716,22698,PINK REGENCY TEACUP AND SAUCER,5,2011-11-10 17:30:00,3.65,12392.0,United Kingdom
544898,21175,GIN + TONIC DIET METAL SIGN,3,2011-07-27 11:37:00,2.8,13443.0,United Kingdom
543925,22382,LUNCH BAG SPACEBOY DESIGN,1,2011-05-18 11:21:00,1.93,13324.0,United Kingdom
541532,22086,PAPER CHAIN KIT 50'S CHRISTMAS,3,2011-05-13 08:05:00,3.96,13004.0,United Kingdom
544619,22086,PAPER CHAIN KIT 50'S CHRISTMAS,21,2011-01-29 18:15:00,3.71,13412.0,United Kingdom
548924,22382,LUNCH BAG SPACEBOY DESIGN,4,2011-05-16 09:03:00,2.01,13965.0,France
548307,22086,PAPER CHAIN KIT 50'S CHRISTMAS,4,2011-04-08 09:17:00,3.24,13865.0,Spain
546057,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,2,2011-05-17 07:04:00,4.09,13594.0,United Kingdom
548708,21232,STRAWBERRY CERAMIC TRINKET BOX,3,2011-07-16 18:27:00,1.05,13927.0,United Kingdom
544644,22632,HAND WARMER RED POLKA DOT,2,2011-09-29 11:46:00,2.44,13412.0,United Kingdom
537401,22698,PINK REGENCY TEACUP AND SAUCER,7,2011-08-20 17:18:00,2.62,12490.0,United Kingdom
542329,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-03-01 07:22:00,3.45,13101.0,United Kingdom
549558,22492,MINI PAINT SET VINTAGE,3,2011-11-20 17:36:00,0.8,14047.0,United Kingdom
545083,22386,JUMBO BAG PINK POLKADOT,9,2011-11-11 13:59:00,1.8,13461.0,United Kingdom
540551,22698,PINK REGENCY TEACUP AND SAUCER,3,2011-07-28 19:46:00,2.68,12884.0,United Kingdom
542669,23356,HOT WATER BOTTLE TEA AND SYMPATHY,1,2011-09-22 16:49:00,5.3,13145.0,United Kingdom
542313,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,1,2011-11-03 14:51:00,1.45,13101.0,United Kingdom
548175,22698,PINK REGENCY TEACUP AND SAUCER,7,2010-12-26 16:03:00,2.93,13849.0,Netherlands
544502,47566,PARTY BUNTING,1,2011-04-25 09:27:00,5.32,13397.0,United Kingdom
540171,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-08-23 12:17:00,1.64,12840.0,United Kingdom
545312,23301,GARDENERS KNEELING PAD KEEP CALM,3,2010-12-20 10:04:00,2.38,13492.0,United Kingdom
542676,21928,JUMBO BAG WOODLAND ANIMALS,6,2010-12-11 17:42:00,2.37,13145.0,United Kingdom
540113,22580,ADVENT CALENDAR GINGHAM SACK,1,2011-10-31 07:45:00,3.41,12831.0,United Kingdom
543900,23356,HOT WATER BOTTLE TEA AND SYMPATHY,6,2011-09-05 12:35:00,6.3,13324.0,United Kingdom
546745,23084,RABBIT NIGHT LIGHT,8,2011-03-31 11:47:00,1.94,13683.0,United Kingdom
536479,47566,PARTY BUNTING,4,2011-04-26 15:49:00,5.44,12363.0,United Kingdom
548476,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-07-14 12:23:00,4.05,13889.0,United Kingdom
550372,21175,GIN + TONIC DIET METAL SIGN,5,2011-01-30 13:12:00,2.21,14147.0,United Kingdom
539210,23356,HOT WATER BOTTLE TEA AND SYMPATHY,3,2011-11-03 16:11:00,6.81,12714.0,United Kingdom
544093,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-06-25 15:01:00,1.51,13344.0,United Kingdom
537024,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-08-03 16:48:00,5.74,12422.0,United Kingdom
548410,23355,HOT WATER BOTTLE KEEP CALM,4,2011-07-17 10:02:00,4.7,13883.0,United Kingdom
544128,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-06-14 17:06:00,2.84,13348.0,Switzerland
537006,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-03-11 15:30:00,2.6,12420.0,United Kingdom
C547020,22326,ROUND SNACK BOXES SET OF4 WOODLAND,-1,2011-08-19 16:16:00,4.64,13715.0,United Kingdom
548148,23300,GARDENERS KNEELING PAD CUP OF TEA,5,2011-09-06 07:43:00,2.26,13848.0,United Kingdom
550398,22659,LUNCH BAG CARS BLUE,2,2011-09-27 10:46:00,1.44,14148.0,United Kingdom
550250,47566,PARTY BUNTING,5,2011-07-22 07:38:00,4.88,14128.0,United Kingdom
550006,22745,POPPY'S PLAYHOUSE BEDROOM,5,2011-09-29 11:51:00,2.2,14085.0,United Kingdom
546754,10002,INFLATABLE POLITICAL GLOBE,3,2011-11-12 08:36:00,0.94,13684.0,United Kingdom
545003,22623,BOX OF VINTAGE JIGSAW BLOCKS,1,2011-11-19 13:43:00,6.57,13450.0,Belgium
549380,23301,GARDENERS KNEELING PAD KEEP CALM,4,2011-07-11 14:30:00,2.49,14024.0,United Kingdom
546751,22698,PINK REGENCY TEACUP AND SAUCER,3,2011-05-02 18:30:00,2.97,13684.0,United Kingdom
539056,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-05-23 08:05:00,3.48,12694.0,United Kingdom
548095,22633,HAND WARMER UNION JACK,3,2011-04-30 10:40:00,1.69,13835.0,United Kingdom
550456,23300,GARDENERS KNEELING PAD CUP OF TEA,1,2011-11-25 11:37:00,2.56,14160.0,United Kingdom
542423,10002,INFLATABLE POLITICAL GLOBE,3,2011-02-23 13:19:00,0.97,13117.0,United Kingdom
544057,22382,LUNCH BAG SPACEBOY DESIGN,5,2011-03-21 18:44:00,2.3,13344.0,United Kingdom
540406,85123A,WHITE HANGING HEART T-LIGHT HOLDER,13,2011-04-11 17:33:00,3.46,12863.0,United Kingdom
536479,22632,HAND WARMER RED POLKA DOT,3,2011-04-26 15:49:00,1.98,12363.0,United Kingdom
550588,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,1,2011-08-13 15:12:00,1.88,14188.0,Spain
546939,84879,ASSORTED COLOUR BIRD ORNAMENT,6,2011-08-18 18:00:00,2.25,13712.0,United Kingdom
540331,22383,LUNCH BAG SUKI DESIGN,1,2011-10-18 16:38:00,1.64,12860.0,United Kingdom
544639,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-10-27 10:24:00,3.58,13412.0,United Kingdom
545110,22659,LUNCH BAG CARS BLUE,1,2010-12-02 12:58:00,2.11,13464.0,United Kingdom
540355,21175,GIN + TONIC DIET METAL SIGN,1,2011-11-01 10:09:00,2.0,12862.0,United Kingdom
545435,22580,ADVENT CALENDAR GINGHAM SACK,6,2011-04-15 14:39:00,4.72,13501.0,France
538989,22551,PLASTERS IN TIN SPACEBOY,4,2011-04-26 18:38:00,1.75,12690.0,Belgium
C544625,10002,INFLATABLE POLITICAL GLOBE,-1,2011-05-25 14:59:00,1.03,13412.0,United Kingdom
538512,22310,IVORY KNITTED MUG COSY,18,2011-09-04 13:10:00,1.43,12639.0,Germany
549971,23084,RABBIT NIGHT LIGHT,3,2011-09-20 15:06:00,2.06,14081.0,United Kingdom
544973,21175,GIN + TONIC DIET METAL SIGN,4,2011-10-17 14:58:00,2.69,13450.0,Belgium
542860,22580,ADVENT CALENDAR GINGHAM SACK,6,2011-07-03 08:23:00,2.68,13185.0,United Kingdom
547776,22326,ROUND SNACK BOXES SET OF4 WOODLAND,5,2011-08-09 17:40:00,4.15,13798.0,United Kingdom
543827,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-11-25 17:02:00,2.43,13313.0,United Kingdom
539788,22629,SPACEBOY LUNCH BOX,1,2011-08-17 09:16:00,2.94,12786.0,United Kingdom
539901,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-05-28 16:02:00,1.82,12804.0,United Kingdom
542854,22492,MINI PAINT SET VINTAGE,3,2011-09-02 15:59:00,0.54,13183.0,United Kingdom
545992,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-06-19 16:50:00,4.05,13585.0,United Kingdom
547552,22383,LUNCH BAG SUKI DESIGN,11,2011-11-01 09:14:00,2.26,13771.0,United Kingdom
546137,22551,PLASTERS IN TIN SPACEBOY,3,2011-09-15 18:05:00,2.1,13603.0,United Kingdom
539197,22632,HAND WARMER RED POLKA DOT,3,2011-05-21 15:32:00,1.58,12712.0,United Kingdom
542699,22310,IVORY KNITTED MUG COSY,2,2010-12-31 11:00:00,1.55,13147.0,United Kingdom
545108,22469,HEART OF WICKER SMALL,3,2011-05-20 14:27:00,2.16,13464.0,United Kingdom
546791,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-11-15 14:43:00,1.66,13690.0,United Kingdom
540397,23084,RABBIT NIGHT LIGHT,1,2011-07-23 18:59:00,2.27,12863.0,United Kingdom
537340,22326,ROUND SNACK BOXES SET OF4 WOODLAND,1,2011-06-24 12:27:00,3.11,12475.0,United Kingdom
C545474,23298,SPOTTY BUNNY DOORSTOP,-2,2011-07-18 16:16:00,7.28,13505.0,United Kingdom
536538,23298,SPOTTY BUNNY DOORSTOP,1,2011-07-04 16:46:00,5.85,12376.0,United Kingdom
538583,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-29 17:59:00,17.86,12646.0,United Kingdom
551231,22470,HEART OF WICKER LARGE,12,2011-09-06 10:21:00,3.36,14280.0,United Kingdom
545772,22551,PLASTERS IN TIN SPACEBOY,13,2011-03-07 12:16:00,1.51,13559.0,United Kingdom
537094,22748,POPPY'S PLAYHOUSE KITCHEN,9,2011-03-23 07:18:00,2.24,12428.0,Sweden
546540,21232,STRAWBERRY CERAMIC TRINKET BOX,5,2011-01-18 09:57:00,1.16,13659.0,France
540886,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,11,2011-07-26 15:14:00,3.64,12922.0,United Kingdom
547204,22748,POPPY'S PLAYHOUSE KITCHEN,4,2011-04-15 19:02:00,2.96,13738.0,United Kingdom
C542032,84879,ASSORTED COLOUR BIRD ORNAMENT,-2,2011-11-24 15:46:00,2.26,13070.0,Germany
550719,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-01-15 07:22:00,1.33,14215.0,United Kingdom
540629,22470,HEART OF WICKER LARGE,1,2011-04-03 07:41:00,3.3,12892.0,United Kingdom
546840,22552,PLASTERS IN TIN STRONGMAN,3,2011-07-03 07:39:00,1.81,13695.0,United Kingdom
538867,22386,JUMBO BAG PINK POLKADOT,4,2011-10-28 17:02:00,2.06,12679.0,Norway
539976,22382,LUNCH BAG SPACEBOY DESIGN,19,2011-04-13 12:17:00,2.05,12812.0,United Kingdom
541055,23084,RABBIT NIGHT LIGHT,4,2011-04-01 07:04:00,2.12,12946.0,Spain
541195,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-10-11 16:59:00,1.92,12962.0,United Kingdom
537185,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-07-13 18:43:00,5.08,12445.0,United Kingdom
551235,22633,HAND WARMER UNION JACK,2,2011-08-14 09:10:00,1.82,14280.0,United Kingdom
548939,22382,LUNCH BAG SPACEBOY DESIGN,2,2011-07-09 16:14:00,2.0,13965.0,France
536970,22386,JUMBO BAG PINK POLKADOT,7,2011-11-03 12:25:00,2.47,12417.0,United Kingdom
538958,23084,RABBIT NIGHT LIGHT,2,2011-05-07 17:47:00,1.83,12690.0,Belgium
551591,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,2011-10-06 13:09:00,3.88,,United Kingdom
538732,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-09-29 11:42:00,7.77,12659.0,United Kingdom
539005,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2011-07-29 14:29:00,2.37,12690.0,Belgium
547339,22469,HEART OF WICKER SMALL,7,2011-10-29 07:28:00,2.41,13749.0,United Kingdom
548158,22469,HEART OF WICKER SMALL,3,2011-11-29 12:01:00,1.77,13848.0,United Kingdom
544421,22580,ADVENT CALENDAR GINGHAM SACK,17,2011-01-25 15:16:00,4.15,13395.0,USA
545088,23356,HOT WATER BOTTLE TEA AND SYMPATHY,5,2011-11-13 19:45:00,6.5,13464.0,United Kingdom
