InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
530528,SKU-010,Bluetooth Speaker,2,2024-04-06 17:15:00,51.67,10178.0,Netherlands,103.34
530529,SKU-011,Cotton Tote Bag,1,2024-09-21 12:31:00,9.66,10072.0,France,9.66
530529,SKU-007,Desk Lamp,1,2024-08-25 22:35:00,34.94,10015.0,Germany,34.94
530529,SKU-008,Yoga Mat,10,2024-07-08 08:05:00,23.28,10103.0,Netherlands,232.8
530530,SKU-005,Notebook A5,1,2024-07-07 14:08:00,5.93,10030.0,Germany,5.93
530530,SKU-007,Desk Lamp,8,2024-06-19 11:41:00,35.29,10161.0,United Kingdom,282.32
530530,SKU-009,Running Socks,1,2025-01-07 11:40:00,7.31,10061.0,Germany,7.31
530531,SKU-009,Running Socks,1,2024-07-08 20:01:00,7.48,10032.0,Germany,7.48
530531,SKU-007,Desk Lamp,8,2024-03-23 20:45:00,31.15,10082.0,United Kingdom,249.2
530531,SKU-006,Wireless Charger,1,2024-07-17 15:34:00,24.78,10088.0,France,24.78
530532,SKU-008,Yoga Mat,5,2024-12-09 13:58:00,26.7,10153.0,Germany,133.5
530532,SKU-010,Bluetooth Speaker,3,2024-07-13 16:20:00,44.98,10099.0,Italy,134.94
530532,SKU-007,Desk Lamp,1,2024-07-07 12:11:00,35.92,10058.0,Portugal,35.92
530533,SKU-001,Premium Coffee Beans,1,2024-09-13 13:38:00,11.79,10057.0,France,11.79
530533,SKU-004,Reusable Bottle,1,2024-08-28 08:57:00,15.12,10021.0,Netherlands,15.12
530533,SKU-005,Notebook A5,2,2024-08-18 08:51:00,5.31,10144.0,Spain,10.62
530534,SKU-008,Yoga Mat,2,2024-03-21 16:22:00,21.68,10058.0,Portugal,43.36
530534,SKU-010,Bluetooth Speaker,1,2024-05-07 11:10:00,43.15,10143.0,Spain,43.15
530534,SKU-002,Organic Green Tea,3,2024-11-05 11:42:00,8.67,10166.0,Spain,26.01
530535,SKU-004,Reusable Bottle,8,2025-03-10 12:34:00,14.31,10095.0,France,114.48
530535,SKU-012,Phone Stand,1,2024-06-12 08:48:00,12.29,10146.0,Netherlands,12.29
530535,SKU-004,Reusable Bottle,5,2024-04-15 17:54:00,15.42,10072.0,France,77.1
530536,SKU-007,Desk Lamp,4,2024-05-19 13:59:00,31.24,10163.0,United Kingdom,124.96
530536,SKU-003,Ceramic Mug,1,2025-03-12 10:15:00,8.13,10111.0,Germany,8.13
530536,SKU-010,Bluetooth Speaker,1,2024-04-13 13:51:00,50.73,10032.0,Germany,50.73
530537,SKU-012,Phone Stand,1,2024-08-24 19:22:00,12.07,10036.0,Portugal,12.07
530537,SKU-010,Bluetooth Speaker,1,2025-02-11 08:45:00,50.72,10012.0,Netherlands,50.72
530537,SKU-012,Phone Stand,1,2024-07-21 13:36:00,12.16,10140.0,Germany,12.16
530538,SKU-010,Bluetooth Speaker,4,2024-10-13 10:36:00,41.31,10051.0,Germany,165.24
530538,SKU-004,Reusable Bottle,6,2024-04-08 21:51:00,15.5,10161.0,United Kingdom,93.0
530538,SKU-008,Yoga Mat,1,2024-05-29 16:19:00,25.07,10054.0,Portugal,25.07
530539,SKU-003,Ceramic Mug,1,2024-04-11 15:02:00,7.6,10172.0,Germany,7.6
530539,SKU-002,Organic Green Tea,3,2024-08-21 08:14:00,8.06,10063.0,United Kingdom,24.18
530539,SKU-010,Bluetooth Speaker,2,2024-07-01 11:01:00,49.13,10035.0,Portugal,98.26
530540,SKU-009,Running Socks,1,2024-08-29 15:00:00,7.84,10039.0,Portugal,7.84
530540,SKU-006,Wireless Charger,1,2024-07-30 22:39:00,21.47,10166.0,Spain,21.47
530540,SKU-004,Reusable Bottle,1,2025-01-23 20:08:00,16.99,10093.0,Spain,16.99
530541,SKU-006,Wireless Charger,1,2025-01-21 19:11:00,25.23,10070.0,Netherlands,25.23
530541,SKU-006,Wireless Charger,1,2024-08-17 08:01:00,21.93,10000.0,Italy,21.93
530541,SKU-003,Ceramic Mug,1,2024-10-15 17:45:00,6.95,10038.0,Portugal,6.95
530542,SKU-003,Ceramic Mug,1,2024-12-08 20:07:00,8.01,10008.0,Italy,8.01
530542,SKU-009,Running Socks,1,2025-03-23 21:23:00,6.56,10088.0,France,6.56
530542,SKU-002,Organic Green Tea,1,2024-05-26 13:45:00,8.46,10040.0,Spain,8.46
530543,SKU-011,Cotton Tote Bag,2,2024-08-14 14:37:00,11.22,10162.0,Portugal,22.44
530543,SKU-002,Organic Green Tea,1,2024-09-24 13:19:00,8.96,10007.0,Spain,8.96
530543,SKU-006,Wireless Charger,1,2024-10-17 10:10:00,24.61,10005.0,Spain,24.61
530544,SKU-012,Phone Stand,1,2024-04-18 14:50:00,11.58,10114.0,Italy,11.58
530544,SKU-011,Cotton Tote Bag,5,2024-08-31 15:41:00,9.7,10024.0,Netherlands,48.5
530544,SKU-006,Wireless Charger,1,2024-07-15 10:45:00,25.26,10137.0,Germany,25.26
530545,SKU-009,Running Socks,2,2024-03-17 19:56:00,7.19,10151.0,Germany,14.38
530545,SKU-010,Bluetooth Speaker,1,2024-06-18 20:22:00,50.43,10135.0,Spain,50.43
530545,SKU-004,Reusable Bottle,2,2024-08-31 18:37:00,15.18,10004.0,France,30.36
530546,SKU-003,Ceramic Mug,3,2024-07-31 14:19:00,7.45,10001.0,United Kingdom,22.35
530546,SKU-012,Phone Stand,2,2025-03-01 19:18:00,11.88,10124.0,Portugal,23.76
530546,SKU-003,Ceramic Mug,6,2024-10-15 10:46:00,7.02,10071.0,Portugal,42.12
530547,SKU-001,Premium Coffee Beans,3,2024-07-31 19:36:00,13.74,10024.0,Netherlands,41.22
530547,SKU-007,Desk Lamp,1,2024-10-03 21:49:00,28.83,10087.0,Germany,28.83
530547,SKU-010,Bluetooth Speaker,2,2024-08-21 08:11:00,48.92,10073.0,Netherlands,97.84
530548,SKU-010,Bluetooth Speaker,2,2024-03-10 13:58:00,42.68,10149.0,Italy,85.36
530548,SKU-010,Bluetooth Speaker,5,2024-12-22 11:40:00,49.98,10096.0,Spain,249.9
530548,SKU-010,Bluetooth Speaker,1,2024-08-30 09:59:00,42.27,10054.0,Portugal,42.27
530549,SKU-008,Yoga Mat,5,2024-06-22 10:21:00,23.04,10004.0,France,115.2
530549,SKU-012,Phone Stand,5,2024-09-27 09:15:00,12.27,10014.0,Netherlands,61.35
530549,SKU-006,Wireless Charger,1,2024-10-09 13:10:00,20.83,10162.0,Portugal,20.83
530550,SKU-011,Cotton Tote Bag,3,2024-11-25 22:05:00,9.78,10034.0,France,29.34
530550,SKU-012,Phone Stand,2,2024-01-06 18:40:00,11.04,10068.0,Portugal,22.08
530550,SKU-012,Phone Stand,1,2024-12-10 22:21:00,11.15,10039.0,Portugal,11.15
530551,SKU-008,Yoga Mat,1,2025-01-05 08:16:00,23.05,10035.0,Portugal,23.05
530551,SKU-004,Reusable Bottle,1,2024-11-18 11:44:00,15.57,10012.0,Netherlands,15.57
530551,SKU-002,Organic Green Tea,6,2024-12-05 13:16:00,8.93,10148.0,France,53.58
530552,SKU-002,Organic Green Tea,1,2025-03-31 19:00:00,8.46,10090.0,Italy,8.46
530552,SKU-001,Premium Coffee Beans,2,2024-07-07 14:28:00,13.5,10029.0,Netherlands,27.0
530552,SKU-012,Phone Stand,1,2024-12-22 14:10:00,11.11,10106.0,Netherlands,11.11
530553,SKU-007,Desk Lamp,2,2024-10-21 15:56:00,34.52,10080.0,Portugal,69.04
530553,SKU-007,Desk Lamp,2,2024-05-17 13:34:00,35.69,10071.0,Portugal,71.38
530553,SKU-007,Desk Lamp,2,2024-02-20 09:53:00,29.97,10069.0,Italy,59.94
530554,SKU-008,Yoga Mat,4,2024-09-13 20:55:00,27.18,10089.0,Germany,108.72
530554,SKU-010,Bluetooth Speaker,1,2024-05-02 18:48:00,49.53,10088.0,France,49.53
530554,SKU-011,Cotton Tote Bag,4,2025-01-29 11:10:00,11.24,10044.0,France,44.96
530555,SKU-008,Yoga Mat,2,2024-11-29 09:51:00,22.39,10095.0,France,44.78
530555,SKU-001,Premium Coffee Beans,1,2024-09-06 12:01:00,12.11,10107.0,Italy,12.11
530555,SKU-006,Wireless Charger,1,2024-08-20 12:06:00,24.18,10034.0,France,24.18
530556,SKU-002,Organic Green Tea,1,2024-05-31 13:10:00,8.87,10012.0,Netherlands,8.87
530556,SKU-007,Desk Lamp,2,2024-11-15 10:46:00,30.99,10114.0,Italy,61.98
530556,SKU-002,Organic Green Tea,1,2024-09-03 16:57:00,9.03,10136.0,Italy,9.03
530557,SKU-002,Organic Green Tea,2,2024-10-08 13:38:00,8.31,10004.0,France,16.62
530557,SKU-010,Bluetooth Speaker,1,2025-02-06 22:30:00,48.25,10015.0,Germany,48.25
530557,SKU-012,Phone Stand,1,2024-10-01 08:27:00,12.75,10024.0,Netherlands,12.75
530558,SKU-011,Cotton Tote Bag,1,2025-01-17 10:38:00,8.93,10006.0,Spain,8.93
530558,SKU-007,Desk Lamp,6,2024-10-07 10:03:00,30.41,10038.0,Portugal,182.46
530558,SKU-002,Organic Green Tea,1,2024-06-23 13:13:00,9.52,10012.0,Netherlands,9.52
530559,SKU-004,Reusable Bottle,2,2025-02-02 14:44:00,15.03,10073.0,Netherlands,30.06
530559,SKU-009,Running Socks,1,2025-01-27 19:59:00,7.6,10035.0,Portugal,7.6
530559,SKU-012,Phone Stand,2,2024-09-25 16:16:00,12.96,10012.0,Netherlands,25.92
530560,SKU-011,Cotton Tote Bag,2,2025-01-12 12:19:00,9.92,10023.0,United Kingdom,19.84
530560,SKU-004,Reusable Bottle,1,2024-07-05 09:03:00,14.72,10088.0,France,14.72
530560,SKU-007,Desk Lamp,1,2024-08-28 17:35:00,33.64,10168.0,Italy,33.64
530561,SKU-008,Yoga Mat,1,2024-11-15 10:03:00,26.8,10032.0,Germany,26.8
530561,SKU-006,Wireless Charger,2,2024-05-05 08:27:00,26.02,10112.0,France,52.04
530561,SKU-002,Organic Green Tea,2,2024-06-30 12:52:00,9.63,10025.0,Spain,19.26
530562,SKU-011,Cotton Tote Bag,2,2024-06-14 18:38:00,10.01,10129.0,France,20.02
530562,SKU-008,Yoga Mat,2,2024-04-23 11:06:00,27.37,10111.0,Germany,54.74
530562,SKU-001,Premium Coffee Beans,1,2024-12-17 11:10:00,13.28,10158.0,Germany,13.28
530563,SKU-011,Cotton Tote Bag,1,2024-09-28 12:05:00,10.72,10083.0,Portugal,10.72
530563,SKU-008,Yoga Mat,2,2024-11-02 21:07:00,25.87,10073.0,Netherlands,51.74
530563,SKU-005,Notebook A5,3,2024-08-27 20:25:00,5.21,10008.0,Italy,15.63
530564,SKU-008,Yoga Mat,1,2025-01-16 15:57:00,23.87,10044.0,France,23.87
530564,SKU-011,Cotton Tote Bag,1,2024-08-31 12:05:00,11.36,10132.0,Netherlands,11.36
530564,SKU-011,Cotton Tote Bag,1,2024-09-07 16:24:00,9.49,10137.0,Germany,9.49
530565,SKU-003,Ceramic Mug,3,2024-11-26 13:56:00,6.89,10073.0,Netherlands,20.67
530565,SKU-007,Desk Lamp,2,2024-08-05 13:11:00,32.3,10165.0,Italy,64.6
530565,SKU-008,Yoga Mat,2,2024-09-03 08:16:00,24.63,10107.0,Italy,49.26
530566,SKU-008,Yoga Mat,3,2024-09-17 15:16:00,22.39,10033.0,Netherlands,67.17
530566,SKU-004,Reusable Bottle,5,2025-02-22 21:17:00,14.88,10137.0,Germany,74.4
530566,SKU-010,Bluetooth Speaker,1,2024-04-28 08:09:00,51.01,10026.0,Italy,51.01
530567,SKU-012,Phone Stand,1,2024-08-13 18:06:00,11.45,10034.0,France,11.45
530567,SKU-002,Organic Green Tea,1,2024-05-26 18:22:00,8.22,10143.0,Spain,8.22
530567,SKU-009,Running Socks,1,2024-10-06 14:48:00,7.19,10093.0,Spain,7.19
530568,SKU-010,Bluetooth Speaker,5,2025-01-30 11:35:00,51.14,10129.0,France,255.7
530568,SKU-001,Premium Coffee Beans,1,2024-07-13 21:24:00,14.5,10044.0,France,14.5
530568,SKU-009,Running Socks,3,2024-04-27 14:34:00,7.84,10174.0,Netherlands,23.52
530569,SKU-011,Cotton Tote Bag,1,2024-08-23 21:59:00,9.02,10074.0,Spain,9.02
530569,SKU-008,Yoga Mat,1,2024-08-31 17:56:00,25.28,10098.0,France,25.28
530569,SKU-004,Reusable Bottle,2,2024-08-20 15:19:00,16.57,10152.0,Netherlands,33.14
530570,SKU-002,Organic Green Tea,1,2024-09-15 14:57:00,8.25,10161.0,United Kingdom,8.25
530570,SKU-012,Phone Stand,2,2025-01-04 08:32:00,10.82,10007.0,Spain,21.64
530570,SKU-010,Bluetooth Speaker,3,2025-01-31 22:33:00,43.48,10146.0,Netherlands,130.44
530571,SKU-010,Bluetooth Speaker,1,2024-09-20 18:39:00,41.07,10161.0,United Kingdom,41.07
530571,SKU-003,Ceramic Mug,2,2024-08-23 09:48:00,6.94,10006.0,Spain,13.88
530571,SKU-008,Yoga Mat,2,2024-01-08 10:10:00,26.44,10035.0,Portugal,52.88
530572,SKU-004,Reusable Bottle,1,2024-08-07 20:12:00,15.32,10013.0,United Kingdom,15.32
530572,SKU-003,Ceramic Mug,1,2025-03-08 08:27:00,7.63,10068.0,Portugal,7.63
530572,SKU-002,Organic Green Tea,1,2025-01-10 18:27:00,8.29,10004.0,France,8.29
530573,SKU-004,Reusable Bottle,2,2024-10-05 21:40:00,15.64,10017.0,United Kingdom,31.28
530573,SKU-003,Ceramic Mug,1,2024-10-09 21:38:00,6.85,10008.0,Italy,6.85
530573,SKU-005,Notebook A5,2,2024-07-07 13:58:00,6.14,10092.0,France,12.28
530574,SKU-012,Phone Stand,2,2024-04-08 22:51:00,10.66,10149.0,Italy,21.32
530574,SKU-002,Organic Green Tea,1,2025-03-23 09:24:00,7.99,10090.0,Italy,7.99
530574,SKU-009,Running Socks,1,2024-10-14 14:35:00,6.43,10089.0,Germany,6.43
530575,SKU-006,Wireless Charger,1,2025-01-16 21:17:00,20.84,10078.0,Italy,20.84
530575,SKU-009,Running Socks,3,2024-07-11 15:58:00,7.57,10162.0,Portugal,22.71
530575,SKU-001,Premium Coffee Beans,6,2024-09-13 20:44:00,12.59,10004.0,France,75.53999999999999
530576,SKU-010,Bluetooth Speaker,1,2025-04-08 17:33:00,40.94,10068.0,Portugal,40.94
530576,SKU-007,Desk Lamp,1,2025-02-24 09:26:00,30.29,10121.0,Portugal,30.29
530576,SKU-003,Ceramic Mug,1,2024-11-03 10:36:00,6.6,10096.0,Spain,6.6
530577,SKU-010,Bluetooth Speaker,1,2024-11-15 17:48:00,42.63,10036.0,Portugal,42.63
530577,SKU-002,Organic Green Tea,1,2025-01-03 22:06:00,9.65,10103.0,Netherlands,9.65
530577,SKU-010,Bluetooth Speaker,1,2024-06-20 20:06:00,41.06,10095.0,France,41.06
530578,SKU-005,Notebook A5,2,2024-09-15 21:34:00,6.13,10048.0,France,12.26
530578,SKU-006,Wireless Charger,2,2024-09-04 22:26:00,23.54,10071.0,Portugal,47.08
530578,SKU-005,Notebook A5,1,2024-08-30 14:41:00,5.81,10048.0,France,5.81
530579,SKU-008,Yoga Mat,1,2024-03-13 17:38:00,24.58,10167.0,Portugal,24.58
530579,SKU-008,Yoga Mat,1,2024-11-22 08:11:00,27.51,10098.0,France,27.51
530579,SKU-005,Notebook A5,1,2025-01-10 14:09:00,5.81,10168.0,Italy,5.81
530580,SKU-010,Bluetooth Speaker,2,2024-12-28 17:43:00,45.9,10082.0,United Kingdom,91.8
530580,SKU-012,Phone Stand,1,2024-09-27 14:02:00,10.89,10068.0,Portugal,10.89
530580,SKU-007,Desk Lamp,2,2024-10-12 22:56:00,29.13,10161.0,United Kingdom,58.26
530581,SKU-006,Wireless Charger,1,2024-04-09 19:15:00,23.63,10107.0,Italy,23.63
530581,SKU-001,Premium Coffee Beans,2,2024-04-15 19:30:00,13.0,10072.0,France,26.0
530581,SKU-005,Notebook A5,8,2024-09-22 22:23:00,5.79,10033.0,Netherlands,46.32
530582,SKU-001,Premium Coffee Beans,1,2025-03-21 13:52:00,12.53,10061.0,Germany,12.53
530582,SKU-005,Notebook A5,2,2024-02-25 12:17:00,5.95,10075.0,Italy,11.9
530582,SKU-008,Yoga Mat,1,2024-03-28 21:44:00,22.57,10096.0,Spain,22.57
530583,SKU-011,Cotton Tote Bag,2,2024-06-25 09:55:00,9.07,10160.0,Portugal,18.14
530583,SKU-004,Reusable Bottle,2,2024-08-12 10:19:00,14.86,10126.0,Portugal,29.72
530583,SKU-012,Phone Stand,2,2025-03-15 15:49:00,10.86,10040.0,Spain,21.72
530584,SKU-006,Wireless Charger,1,2024-08-24 12:46:00,22.06,10106.0,Netherlands,22.06
530584,SKU-007,Desk Lamp,1,2024-09-18 17:41:00,30.75,10149.0,Italy,30.75
530584,SKU-002,Organic Green Tea,1,2024-11-06 11:28:00,8.07,10034.0,France,8.07
530585,SKU-004,Reusable Bottle,1,2024-08-15 22:52:00,15.26,10126.0,Portugal,15.26
530585,SKU-007,Desk Lamp,1,2024-07-15 19:31:00,33.58,10068.0,Portugal,33.58
530585,SKU-009,Running Socks,1,2024-08-27 21:23:00,6.54,10123.0,Spain,6.54
530586,SKU-001,Premium Coffee Beans,1,2025-01-21 16:50:00,12.29,10040.0,Spain,12.29
530586,SKU-003,Ceramic Mug,1,2024-05-06 09:19:00,7.63,10041.0,Italy,7.63
530586,SKU-012,Phone Stand,1,2024-10-16 16:25:00,11.33,10012.0,Netherlands,11.33
530587,SKU-003,Ceramic Mug,2,2024-06-27 20:54:00,7.65,10128.0,Germany,15.3
530587,SKU-009,Running Socks,2,2024-08-21 22:36:00,6.67,10022.0,Netherlands,13.34
530587,SKU-001,Premium Coffee Beans,4,2025-05-03 10:12:00,13.57,10107.0,Italy,54.28
530588,SKU-004,Reusable Bottle,1,2024-06-28 21:03:00,15.3,10072.0,France,15.3
530588,SKU-004,Reusable Bottle,5,2024-08-02 08:29:00,14.9,10068.0,Portugal,74.5
530588,SKU-001,Premium Coffee Beans,3,2024-10-18 22:23:00,13.59,10070.0,Netherlands,40.77
530589,SKU-012,Phone Stand,3,2024-03-10 11:17:00,12.85,10062.0,Netherlands,38.55
530589,SKU-006,Wireless Charger,1,2024-09-06 21:29:00,24.43,10095.0,France,24.43
530589,SKU-009,Running Socks,4,2024-08-24 14:40:00,6.8,10002.0,United Kingdom,27.2
530590,SKU-002,Organic Green Tea,1,2024-09-06 18:01:00,8.51,10027.0,Italy,8.51
530590,SKU-004,Reusable Bottle,1,2025-03-06 13:31:00,15.75,10124.0,Portugal,15.75
530590,SKU-010,Bluetooth Speaker,1,2024-08-10 15:11:00,44.29,10144.0,Spain,44.29
530591,SKU-008,Yoga Mat,4,2024-04-08 17:35:00,22.04,10102.0,United Kingdom,88.16
530591,SKU-006,Wireless Charger,1,2024-10-23 13:10:00,23.72,10150.0,Netherlands,23.72
530591,SKU-005,Notebook A5,1,2024-05-07 19:53:00,5.61,10149.0,Italy,5.61
530592,SKU-012,Phone Stand,1,2024-07-21 09:18:00,12.09,10168.0,Italy,12.09
530592,SKU-001,Premium Coffee Beans,3,2025-04-21 14:03:00,11.68,10165.0,Italy,35.04
530592,SKU-003,Ceramic Mug,2,2024-12-16 21:36:00,6.99,10022.0,Netherlands,13.98
530593,SKU-004,Reusable Bottle,3,2024-03-24 21:14:00,14.89,10044.0,France,44.67
530593,SKU-011,Cotton Tote Bag,2,2024-11-11 11:43:00,9.79,10093.0,Spain,19.58
530593,SKU-004,Reusable Bottle,2,2024-09-19 12:41:00,15.9,10110.0,Germany,31.8
530594,SKU-007,Desk Lamp,1,2024-05-02 16:01:00,30.12,10046.0,Spain,30.12
530594,SKU-011,Cotton Tote Bag,3,2024-11-02 08:30:00,10.86,10092.0,France,32.58
530594,SKU-003,Ceramic Mug,1,2024-08-09 18:11:00,6.83,10067.0,France,6.83
530595,SKU-010,Bluetooth Speaker,2,2025-04-08 20:00:00,42.38,10011.0,Italy,84.76
530595,SKU-004,Reusable Bottle,2,2024-06-26 12:38:00,16.61,10007.0,Spain,33.22
530595,SKU-005,Notebook A5,5,2024-08-14 19:45:00,5.75,10128.0,Germany,28.75
530596,SKU-011,Cotton Tote Bag,2,2024-08-25 12:27:00,9.38,10086.0,United Kingdom,18.76
530596,SKU-007,Desk Lamp,2,2024-12-12 21:22:00,34.14,10093.0,Spain,68.28
530596,SKU-008,Yoga Mat,1,2024-11-09 12:13:00,24.6,10123.0,Spain,24.6
530597,SKU-008,Yoga Mat,5,2024-03-24 12:43:00,26.52,10159.0,United Kingdom,132.6
530597,SKU-009,Running Socks,1,2024-09-17 21:39:00,6.47,10005.0,Spain,6.47
530597,SKU-007,Desk Lamp,1,2024-05-25 17:06:00,32.92,10132.0,Netherlands,32.92
530598,SKU-001,Premium Coffee Beans,5,2024-11-04 16:42:00,13.78,10129.0,France,68.89999999999999
530598,SKU-006,Wireless Charger,1,2024-05-02 16:41:00,23.67,10071.0,Portugal,23.67
530598,SKU-010,Bluetooth Speaker,1,2024-11-12 17:18:00,46.37,10124.0,Portugal,46.37
530599,SKU-005,Notebook A5,1,2024-12-24 18:06:00,5.84,10012.0,Netherlands,5.84
530599,SKU-008,Yoga Mat,1,2025-04-10 09:21:00,22.86,10160.0,Portugal,22.86
530599,SKU-005,Notebook A5,10,2024-07-06 18:20:00,5.76,10002.0,United Kingdom,57.6
530600,SKU-005,Notebook A5,2,2025-01-25 12:41:00,5.29,10033.0,Netherlands,10.58
530600,SKU-012,Phone Stand,1,2024-10-10 22:41:00,11.32,10123.0,Spain,11.32
530600,SKU-005,Notebook A5,1,2024-05-29 11:09:00,6.08,10040.0,Spain,6.08
530601,SKU-009,Running Socks,1,2024-08-24 20:15:00,6.76,10071.0,Portugal,6.76
530601,SKU-001,Premium Coffee Beans,6,2024-08-21 20:54:00,14.39,10132.0,Netherlands,86.34
530601,SKU-010,Bluetooth Speaker,1,2024-10-30 14:42:00,46.28,10101.0,Italy,46.28
530602,SKU-006,Wireless Charger,4,2024-08-22 18:08:00,25.77,10120.0,Portugal,103.08
530602,SKU-012,Phone Stand,1,2024-10-04 08:41:00,11.29,10134.0,France,11.29
530602,SKU-008,Yoga Mat,2,2024-03-15 12:16:00,23.56,10178.0,Netherlands,47.12
530603,SKU-007,Desk Lamp,1,2024-02-24 14:24:00,31.89,10112.0,France,31.89
530603,SKU-012,Phone Stand,1,2024-06-30 08:37:00,10.82,10062.0,Netherlands,10.82
530603,SKU-012,Phone Stand,1,2024-06-07 17:52:00,11.27,10126.0,Portugal,11.27
530604,SKU-004,Reusable Bottle,1,2024-05-15 13:46:00,13.77,10106.0,Netherlands,13.77
530604,SKU-012,Phone Stand,2,2024-11-20 11:43:00,12.41,10146.0,Netherlands,24.82
530604,SKU-009,Running Socks,1,2024-10-15 18:50:00,6.28,10123.0,Spain,6.28
530605,SKU-008,Yoga Mat,2,2024-09-07 22:42:00,23.75,10112.0,France,47.5
530605,SKU-006,Wireless Charger,2,2024-10-31 16:19:00,25.6,10051.0,Germany,51.2
530605,SKU-003,Ceramic Mug,2,2024-09-22 21:42:00,8.07,10064.0,Germany,16.14
530606,SKU-009,Running Socks,1,2024-09-27 10:18:00,7.5,10095.0,France,7.5
530606,SKU-002,Organic Green Tea,1,2024-03-22 15:08:00,9.64,10173.0,Germany,9.64
530606,SKU-012,Phone Stand,2,2024-09-02 12:46:00,10.62,10095.0,France,21.24
530607,SKU-009,Running Socks,2,2024-07-16 20:58:00,6.74,10137.0,Germany,13.48
530607,SKU-003,Ceramic Mug,1,2025-01-13 18:57:00,6.94,10149.0,Italy,6.94
530607,SKU-006,Wireless Charger,5,2024-10-26 18:05:00,22.98,10106.0,Netherlands,114.9
530608,SKU-004,Reusable Bottle,1,2024-07-05 13:14:00,17.24,10126.0,Portugal,17.24
530608,SKU-012,Phone Stand,2,2024-07-29 21:19:00,10.49,10134.0,France,20.98
530608,SKU-007,Desk Lamp,2,2024-11-23 20:56:00,32.58,10004.0,France,65.16
530609,SKU-006,Wireless Charger,1,2024-08-02 13:16:00,21.97,10149.0,Italy,21.97
530609,SKU-010,Bluetooth Speaker,1,2025-02-28 12:29:00,43.01,10080.0,Portugal,43.01
530609,SKU-002,Organic Green Tea,1,2025-04-02 15:03:00,8.83,10165.0,Italy,8.83
530610,SKU-011,Cotton Tote Bag,1,2024-11-18 17:37:00,11.15,10165.0,Italy,11.15
530610,SKU-010,Bluetooth Speaker,1,2024-08-18 09:30:00,51.0,10027.0,Italy,51.0
530610,SKU-004,Reusable Bottle,2,2024-05-12 16:07:00,13.5,10098.0,France,27.0
530611,SKU-011,Cotton Tote Bag,1,2024-10-13 14:33:00,11.17,10145.0,Italy,11.17
530611,SKU-005,Notebook A5,2,2024-04-09 14:03:00,5.68,10039.0,Portugal,11.36
530611,SKU-003,Ceramic Mug,2,2024-07-13 10:12:00,7.31,10032.0,Germany,14.62
530612,SKU-006,Wireless Charger,1,2024-11-16 14:36:00,22.34,10107.0,Italy,22.34
530612,SKU-008,Yoga Mat,1,2024-10-29 10:20:00,22.37,10123.0,Spain,22.37
530612,SKU-012,Phone Stand,1,2024-11-18 10:49:00,11.1,10076.0,United Kingdom,11.1
530613,SKU-002,Organic Green Tea,4,2024-06-05 15:21:00,8.95,10154.0,France,35.8
530613,SKU-011,Cotton Tote Bag,1,2024-11-06 10:20:00,10.54,10015.0,Germany,10.54
530613,SKU-011,Cotton Tote Bag,1,2024-08-05 08:00:00,9.16,10112.0,France,9.16
530614,SKU-008,Yoga Mat,1,2024-11-05 12:13:00,23.09,10129.0,France,23.09
530614,SKU-003,Ceramic Mug,1,2024-02-26 17:48:00,7.09,10060.0,Italy,7.09
530614,SKU-003,Ceramic Mug,4,2024-09-11 15:50:00,7.3,10144.0,Spain,29.2
530615,SKU-002,Organic Green Tea,4,2024-02-10 10:39:00,9.66,10004.0,France,38.64
530615,SKU-007,Desk Lamp,1,2025-02-06 18:27:00,28.54,10089.0,Germany,28.54
530615,SKU-007,Desk Lamp,2,2024-06-14 14:30:00,31.73,10105.0,Spain,63.46
530616,SKU-007,Desk Lamp,2,2024-01-10 08:02:00,35.73,10120.0,Portugal,71.46
530616,SKU-009,Running Socks,1,2024-06-30 11:46:00,6.28,10032.0,Germany,6.28
530616,SKU-006,Wireless Charger,8,2024-07-17 08:57:00,21.27,10023.0,United Kingdom,170.16
530617,SKU-006,Wireless Charger,2,2024-12-31 20:53:00,22.08,10020.0,Spain,44.16
530617,SKU-009,Running Socks,1,2024-03-25 11:01:00,6.39,10004.0,France,6.39
530617,SKU-011,Cotton Tote Bag,1,2024-09-11 08:40:00,9.54,10078.0,Italy,9.54
530618,SKU-012,Phone Stand,4,2024-09-24 11:14:00,11.37,10167.0,Portugal,45.48
530618,SKU-012,Phone Stand,1,2024-11-11 22:22:00,11.65,10069.0,Italy,11.65
530618,SKU-005,Notebook A5,5,2024-07-23 10:06:00,5.62,10151.0,Germany,28.1
530619,SKU-007,Desk Lamp,1,2024-08-15 16:37:00,29.97,10017.0,United Kingdom,29.97
530619,SKU-005,Notebook A5,1,2024-08-26 10:04:00,5.68,10153.0,Germany,5.68
530619,SKU-001,Premium Coffee Beans,1,2025-01-07 12:18:00,13.44,10126.0,Portugal,13.44
530620,SKU-008,Yoga Mat,1,2024-08-29 19:33:00,26.52,10080.0,Portugal,26.52
530620,SKU-010,Bluetooth Speaker,3,2024-09-05 16:21:00,41.83,10110.0,Germany,125.49
530620,SKU-007,Desk Lamp,1,2024-11-01 22:43:00,34.57,10002.0,United Kingdom,34.57
530621,SKU-003,Ceramic Mug,1,2024-08-17 13:57:00,7.22,10054.0,Portugal,7.22
